Unit,Module,Filename,Sentences
_u0_overview_metacog,x-oli-workbook_page,/Users/pawan/Documents/Project/a_and_p/content//_u0_overview_metacog/x-oli-workbook_page/_u0_m0_metacog_1.xml,"), it can ultimately be inefficient."
_u0_overview_metacog,x-oli-workbook_page,/Users/pawan/Documents/Project/a_and_p/content//_u0_overview_metacog/x-oli-workbook_page/_u0_m0_metacog_1.xml,"In fact, one of the characteristics that distinguishes experts from novices is that experts spend far more time planning their approach to a task and less time actually completing it; while novices do the reverse - rushing through the planning stage and spending far more time overall."
_u0_overview_metacog,x-oli-workbook_page,/Users/pawan/Documents/Project/a_and_p/content//_u0_overview_metacog/x-oli-workbook_page/_u0_m0_metacog_1.xml,"In this course, we want to help you work as efficiently and effectively as possible, given what you already know."
_u0_overview_metacog,x-oli-workbook_page,/Users/pawan/Documents/Project/a_and_p/content//_u0_overview_metacog/x-oli-workbook_page/_u0_m0_metacog_1.xml,"Some of you have already taken a course in this domain, and might already be familiar with some of the terminology and concepts."
_u0_overview_metacog,x-oli-workbook_page,/Users/pawan/Documents/Project/a_and_p/content//_u0_overview_metacog/x-oli-workbook_page/_u0_m0_metacog_1.xml,"Depending on how this course is being used within a curriculum, you may not need to work through all of the activities in the course; just enough to make sure that you've ""got it."""
_u0_overview_metacog,x-oli-workbook_page,/Users/pawan/Documents/Project/a_and_p/content//_u0_overview_metacog/x-oli-workbook_page/_u0_m0_metacog_1.xml,"For others, if this is your first exposure to the anatomy and physiology, you will want to do more of the activities, since you are learning these concepts for the first time."
_u0_overview_metacog,x-oli-workbook_page,/Users/pawan/Documents/Project/a_and_p/content//_u0_overview_metacog/x-oli-workbook_page/_u0_m0_metacog_1.xml,"It may feel as if you are learning a new language, and in some ways you are."
_u0_overview_metacog,x-oli-workbook_page,/Users/pawan/Documents/Project/a_and_p/content//_u0_overview_metacog/x-oli-workbook_page/_u0_m0_metacog_1.xml,You might start off feeling that you have to memorize a lot of new structures and terms for anatomy.
_u0_overview_metacog,x-oli-workbook_page,/Users/pawan/Documents/Project/a_and_p/content//_u0_overview_metacog/x-oli-workbook_page/_u0_m0_metacog_1.xml,"But as with any new language, over time and with practice you will begin to understand the meanings of words and can focus on their context rather than a single definition."
_u0_overview_metacog,x-oli-workbook_page,/Users/pawan/Documents/Project/a_and_p/content//_u0_overview_metacog/x-oli-workbook_page/_u0_m0_metacog_1.xml,There will be some specific activities and useful study tools that can help you become comfortable communicating and thinking in this language.
_u0_overview_metacog,x-oli-workbook_page,/Users/pawan/Documents/Project/a_and_p/content//_u0_overview_metacog/x-oli-workbook_page/_u0_m0_metacog_1.xml,"As you master the language, you will be better able to apply that understanding to the complex physiological processes."
_u0_overview_metacog,x-oli-workbook_page,/Users/pawan/Documents/Project/a_and_p/content//_u0_overview_metacog/x-oli-workbook_page/_u0_m0_metacog_1.xml,This synthesis and integration of your growing knowledge base will be presented in other activities and require use of other kinds of organizational study tools.
_u0_overview_metacog,x-oli-workbook_page,/Users/pawan/Documents/Project/a_and_p/content//_u0_overview_metacog/x-oli-workbook_page/_u0_m0_metacog_1.xml,"Improving your planning skills as you work through the material in the course will help you to become a more strategic and thoughtful learner and will enable you to more effectively plan your approach to assignments, exams and projects in other courses."
_u0_overview_metacog,x-oli-workbook_page,/Users/pawan/Documents/Project/a_and_p/content//_u0_overview_metacog/x-oli-workbook_page/_u0_m0_metacog_1.xml,Research has shown that students who invest in metacognitive activities improve their own learning.
_u0_overview_metacog,x-oli-workbook_page,/Users/pawan/Documents/Project/a_and_p/content//_u0_overview_metacog/x-oli-workbook_page/_u0_m0_metacog_1.xml,"For this reason, the OLI courses are designed with metacognition as a guide."
_u0_overview_metacog,x-oli-workbook_page,/Users/pawan/Documents/Project/a_and_p/content//_u0_overview_metacog/x-oli-workbook_page/_u0_m0_metacog_1.xml,"In this module, you will be introduced to the metacognitive cycle."
_u0_overview_metacog,x-oli-workbook_page,/Users/pawan/Documents/Project/a_and_p/content//_u0_overview_metacog/x-oli-workbook_page/_u0_m0_metacog_1.xml,Metacognition This idea of planning your approach to the course before you start is called Metacognition.
_u0_overview_metacog,x-oli-workbook_page,/Users/pawan/Documents/Project/a_and_p/content//_u0_overview_metacog/x-oli-workbook_page/_u0_m0_metacog_1.xml,"Metacognition Metacognition, or “thinking about thinking,” refers to your awareness of yourself as a learner and your ability to regulate your own learning."
_u0_overview_metacog,x-oli-workbook_page,/Users/pawan/Documents/Project/a_and_p/content//_u0_overview_metacog/x-oli-workbook_page/_u0_m0_metacog_1.xml,"Metacognition involves five distinct skills: Assess the task—Get a handle on what is involved in completing a task (the steps or components required for success) and any constraints (time, resources).Evaluate your strengths and weaknesses—Evaluate your own skills and knowledge in relation to a task."
_u0_overview_metacog,x-oli-workbook_page,/Users/pawan/Documents/Project/a_and_p/content//_u0_overview_metacog/x-oli-workbook_page/_u0_m0_metacog_1.xml,"Plan an approach—Take into account your assessment of the task and your evaluation of your own strengths and weaknesses in order to devise an appropriate plan.Apply strategies and monitor your performance—Continually monitor your progress as you are working on a task, comparing where you are to the goal you want to achieve.Reflect and adjust if needed—Look back on what worked and what didn't work so that you can adjust your approach next time and, if needed, start the cycle again.These five skills are applied over and over again in a cycle—within the same course as well as from one course to another."
_u0_overview_metacog,x-oli-workbook_page,/Users/pawan/Documents/Project/a_and_p/content//_u0_overview_metacog/x-oli-workbook_page/_u0_m0_metacog_1.xml,Mouseover each skill in the picture below for a more explicit definition.
_u0_overview_metacog,x-oli-workbook_page,/Users/pawan/Documents/Project/a_and_p/content//_u0_overview_metacog/x-oli-workbook_page/_u0_m0_metacog_1.xml,The following sections give you experience in working through the metacognitive cycle as it applies to this anatomy and physiology CC-OLI course.
_u0_overview_metacog,x-oli-workbook_page,/Users/pawan/Documents/Project/a_and_p/content//_u0_overview_metacog/x-oli-workbook_page/_u0_m0_metacog_1.xml,OLI Anatomy and Physiology is not your typical course.
_u0_overview_metacog,x-oli-workbook_page,/Users/pawan/Documents/Project/a_and_p/content//_u0_overview_metacog/x-oli-workbook_page/_u0_m0_metacog_1.xml,"Whether you are working through the course independently or using it as a resource in a face-to-face or asynchronous course, our goal is for you to work through the course materials online in the way that is most efficient given your prior knowledge."
_u0_overview_metacog,x-oli-workbook_page,/Users/pawan/Documents/Project/a_and_p/content//_u0_overview_metacog/x-oli-workbook_page/_u0_m0_metacog_1.xml,"While you may have more flexibility than you do in a traditional course, you will also have more responsibility for your own learning."
_u0_overview_metacog,x-oli-workbook_page,/Users/pawan/Documents/Project/a_and_p/content//_u0_overview_metacog/x-oli-workbook_page/_u0_m0_metacog_1.xml,"When starting an online course, most people neglect planning, opting instead to jump in and begin working."
_u0_overview_metacog,x-oli-workbook_page,/Users/pawan/Documents/Project/a_and_p/content//_u0_overview_metacog/x-oli-workbook_page/_u0_m0_metacog_1.xml,"While this might seem efficient (after all, who wants to spend time planning when they could be doing?"
_u0_overview_metacog,x-oli-workbook_page,/Users/pawan/Documents/Project/a_and_p/content//_u0_overview_metacog/x-oli-workbook_page/_u0_m0_metacog_1.xml,"), it can ultimately be inefficient."
_u0_overview_metacog,x-oli-workbook_page,/Users/pawan/Documents/Project/a_and_p/content//_u0_overview_metacog/x-oli-workbook_page/_u0_m0_metacog_1.xml,"In fact, one of the characteristics that distinguishes experts from novices is that experts spend far more time planning their approach to a task and less time actually completing it; while novices do the reverse - rushing through the planning stage and spending far more time overall."
_u0_overview_metacog,x-oli-workbook_page,/Users/pawan/Documents/Project/a_and_p/content//_u0_overview_metacog/x-oli-workbook_page/_u0_m0_metacog_1.xml,"In this course, we want to help you work as efficiently and effectively as possible, given what you already know."
_u0_overview_metacog,x-oli-workbook_page,/Users/pawan/Documents/Project/a_and_p/content//_u0_overview_metacog/x-oli-workbook_page/_u0_m0_metacog_1.xml,"Some of you have already taken a course in this domain, and might already be familiar with some of the terminology and concepts."
_u0_overview_metacog,x-oli-workbook_page,/Users/pawan/Documents/Project/a_and_p/content//_u0_overview_metacog/x-oli-workbook_page/_u0_m0_metacog_1.xml,"Depending on how this course is being used within a curriculum, you may not need to work through all of the activities in the course; just enough to make sure that you've ""got it."""
_u0_overview_metacog,x-oli-workbook_page,/Users/pawan/Documents/Project/a_and_p/content//_u0_overview_metacog/x-oli-workbook_page/_u0_m0_metacog_1.xml,"For others, if this is your first exposure to the anatomy and physiology, you will want to do more of the activities, since you are learning these concepts for the first time."
_u0_overview_metacog,x-oli-workbook_page,/Users/pawan/Documents/Project/a_and_p/content//_u0_overview_metacog/x-oli-workbook_page/_u0_m0_metacog_1.xml,"It may feel as if you are learning a new language, and in some ways you are."
_u0_overview_metacog,x-oli-workbook_page,/Users/pawan/Documents/Project/a_and_p/content//_u0_overview_metacog/x-oli-workbook_page/_u0_m0_metacog_1.xml,You might start off feeling that you have to memorize a lot of new structures and terms for anatomy.
_u0_overview_metacog,x-oli-workbook_page,/Users/pawan/Documents/Project/a_and_p/content//_u0_overview_metacog/x-oli-workbook_page/_u0_m0_metacog_1.xml,"But as with any new language, over time and with practice you will begin to understand the meanings of words and can focus on their context rather than a single definition."
_u0_overview_metacog,x-oli-workbook_page,/Users/pawan/Documents/Project/a_and_p/content//_u0_overview_metacog/x-oli-workbook_page/_u0_m0_metacog_1.xml,There will be some specific activities and useful study tools that can help you become comfortable communicating and thinking in this language.
_u0_overview_metacog,x-oli-workbook_page,/Users/pawan/Documents/Project/a_and_p/content//_u0_overview_metacog/x-oli-workbook_page/_u0_m0_metacog_1.xml,"As you master the language, you will be better able to apply that understanding to the complex physiological processes."
_u0_overview_metacog,x-oli-workbook_page,/Users/pawan/Documents/Project/a_and_p/content//_u0_overview_metacog/x-oli-workbook_page/_u0_m0_metacog_1.xml,This synthesis and integration of your growing knowledge base will be presented in other activities and require use of other kinds of organizational study tools.
_u0_overview_metacog,x-oli-workbook_page,/Users/pawan/Documents/Project/a_and_p/content//_u0_overview_metacog/x-oli-workbook_page/_u0_m0_metacog_1.xml,"Improving your planning skills as you work through the material in the course will help you to become a more strategic and thoughtful learner and will enable you to more effectively plan your approach to assignments, exams and projects in other courses."
_u0_overview_metacog,x-oli-workbook_page,/Users/pawan/Documents/Project/a_and_p/content//_u0_overview_metacog/x-oli-workbook_page/_u0_m0_metacog_1.xml,Research has shown that students who invest in metacognitive activities improve their own learning.
_u0_overview_metacog,x-oli-workbook_page,/Users/pawan/Documents/Project/a_and_p/content//_u0_overview_metacog/x-oli-workbook_page/_u0_m0_metacog_1.xml,"For this reason, the OLI courses are designed with metacognition as a guide."
_u0_overview_metacog,x-oli-workbook_page,/Users/pawan/Documents/Project/a_and_p/content//_u0_overview_metacog/x-oli-workbook_page/_u0_m0_metacog_1.xml,This idea of planning your approach to the course before you start is called Metacognition.
_u0_overview_metacog,x-oli-workbook_page,/Users/pawan/Documents/Project/a_and_p/content//_u0_overview_metacog/x-oli-workbook_page/_u0_m0_metacog_1.xml,"Metacognition Metacognition, or “thinking about thinking,” refers to your awareness of yourself as a learner and your ability to regulate your own learning."
_u0_overview_metacog,x-oli-workbook_page,/Users/pawan/Documents/Project/a_and_p/content//_u0_overview_metacog/x-oli-workbook_page/_u0_m0_metacog_1.xml,"Metacognition involves five distinct skills: Assess the task—Get a handle on what is involved in completing a task (the steps or components required for success) and any constraints (time, resources).Evaluate your strengths and weaknesses—Evaluate your own skills and knowledge in relation to a task."
_u0_overview_metacog,x-oli-workbook_page,/Users/pawan/Documents/Project/a_and_p/content//_u0_overview_metacog/x-oli-workbook_page/_u0_m0_metacog_1.xml,"Plan an approach—Take into account your assessment of the task and your evaluation of your own strengths and weaknesses in order to devise an appropriate plan.Apply strategies and monitor your performance—Continually monitor your progress as you are working on a task, comparing where you are to the goal you want to achieve.Reflect and adjust if needed—Look back on what worked and what didn't work so that you can adjust your approach next time and, if needed, start the cycle again.These five skills are applied over and over again in a cycle—within the same course as well as from one course to another."
_u0_overview_metacog,x-oli-workbook_page,/Users/pawan/Documents/Project/a_and_p/content//_u0_overview_metacog/x-oli-workbook_page/_u0_m0_metacog_1.xml,Mouseover each skill in the picture below for a more explicit definition.
_u0_overview_metacog,x-oli-workbook_page,/Users/pawan/Documents/Project/a_and_p/content//_u0_overview_metacog/x-oli-workbook_page/_u0_m0_metacog_1.xml,The following sections give you experience in working through the metacognitive cycle as it applies to this anatomy and physiology CC-OLI course.
_u0_overview_metacog,x-oli-workbook_page,/Users/pawan/Documents/Project/a_and_p/content//_u0_overview_metacog/x-oli-workbook_page/_u0_m0_metacog_3.xml,"Explanatory Content: This is the content of a page, including introduction of the basic structures learned in each chapter."
_u0_overview_metacog,x-oli-workbook_page,/Users/pawan/Documents/Project/a_and_p/content//_u0_overview_metacog/x-oli-workbook_page/_u0_m0_metacog_3.xml,"It consists of short passages of text with information, examples, images, videos, and explanations."
_u0_overview_metacog,x-oli-workbook_page,/Users/pawan/Documents/Project/a_and_p/content//_u0_overview_metacog/x-oli-workbook_page/_u0_m0_metacog_3.xml,"Sometimes the expository text is organized for you into tables - you can click on these tables to open them in a separate pop-up window, which can help when you are practicing in the activities."
_u0_overview_metacog,x-oli-workbook_page,/Users/pawan/Documents/Project/a_and_p/content//_u0_overview_metacog/x-oli-workbook_page/_u0_m0_metacog_3.xml,"Vocabulary/Terms: There are many important vocabulary terms introduced and used throughout the course, and they are presented in a variety of ways."
_u0_overview_metacog,x-oli-workbook_page,/Users/pawan/Documents/Project/a_and_p/content//_u0_overview_metacog/x-oli-workbook_page/_u0_m0_metacog_3.xml,"If you mouse over some terms, an audio pronunciation is provided; for others, definitions in context will pop up if you hover over the word."
_u0_overview_metacog,x-oli-workbook_page,/Users/pawan/Documents/Project/a_and_p/content//_u0_overview_metacog/x-oli-workbook_page/_u0_m0_metacog_3.xml,Sometimes definitions of higher-level concepts are pointed-out in a specific way on the page; most important vocabulary words are highlighted in some way at least upon their first introduction and then again if used in another context.
_u0_overview_metacog,x-oli-workbook_page,/Users/pawan/Documents/Project/a_and_p/content//_u0_overview_metacog/x-oli-workbook_page/_u0_m0_metacog_3.xml,All of these ways are presented to help you gain familiarity with the language of anatomy and physiology.
_u0_overview_metacog,x-oli-workbook_page,/Users/pawan/Documents/Project/a_and_p/content//_u0_overview_metacog/x-oli-workbook_page/_u0_m0_metacog_3.xml,"Examples: When a specific condition or event illustrates a concept in context, it will be noted as such."
_u0_overview_metacog,x-oli-workbook_page,/Users/pawan/Documents/Project/a_and_p/content//_u0_overview_metacog/x-oli-workbook_page/_u0_m0_metacog_3.xml,"Detailed and in-depth examples provide opportunities to increase your knowledge about that particular topic, process, concept or even structure(s)."
_u0_overview_metacog,x-oli-workbook_page,/Users/pawan/Documents/Project/a_and_p/content//_u0_overview_metacog/x-oli-workbook_page/_u0_m0_metacog_3.xml,Images: Images are critical in this course.
_u0_overview_metacog,x-oli-workbook_page,/Users/pawan/Documents/Project/a_and_p/content//_u0_overview_metacog/x-oli-workbook_page/_u0_m0_metacog_3.xml,Many times there is more detailed information in the images than even in the expository text.
_u0_overview_metacog,x-oli-workbook_page,/Users/pawan/Documents/Project/a_and_p/content//_u0_overview_metacog/x-oli-workbook_page/_u0_m0_metacog_3.xml,"Like tables, images can be selected with a mouse-click to open them in a separate pop-up window, that gives you a larger view for closer study."
_u0_overview_metacog,x-oli-workbook_page,/Users/pawan/Documents/Project/a_and_p/content//_u0_overview_metacog/x-oli-workbook_page/_u0_m0_metacog_3.xml,"Walkthrough Videos: Videos are a great way to visually explore concepts, whether by walking you through a series of steps in a process and/or providing examples in different contexts."
_u0_overview_metacog,x-oli-workbook_page,/Users/pawan/Documents/Project/a_and_p/content//_u0_overview_metacog/x-oli-workbook_page/_u0_m0_metacog_3.xml,"However, video is not always a complete replacement for expository text."
_u0_overview_metacog,x-oli-workbook_page,/Users/pawan/Documents/Project/a_and_p/content//_u0_overview_metacog/x-oli-workbook_page/_u0_m0_metacog_3.xml,"Explanatory Content: This is the content of a page, including introduction of the basic structures learned in each chapter."
_u0_overview_metacog,x-oli-workbook_page,/Users/pawan/Documents/Project/a_and_p/content//_u0_overview_metacog/x-oli-workbook_page/_u0_m0_metacog_3.xml,"It consists of short passages of text with information, examples, images, videos, and explanations."
_u0_overview_metacog,x-oli-workbook_page,/Users/pawan/Documents/Project/a_and_p/content//_u0_overview_metacog/x-oli-workbook_page/_u0_m0_metacog_3.xml,"Sometimes the expository text is organized for you into tables - you can click on these tables to open them in a separate pop-up window, which can help when you are practicing in the activities."
_u0_overview_metacog,x-oli-workbook_page,/Users/pawan/Documents/Project/a_and_p/content//_u0_overview_metacog/x-oli-workbook_page/_u0_m0_metacog_3.xml,"Vocabulary/Terms: There are many important vocabulary terms introduced and used throughout the course, and they are presented in a variety of ways."
_u0_overview_metacog,x-oli-workbook_page,/Users/pawan/Documents/Project/a_and_p/content//_u0_overview_metacog/x-oli-workbook_page/_u0_m0_metacog_3.xml,"If you mouse over some terms, an audio pronunciation is provided; for others, definitions in context will pop up if you hover over the word."
_u0_overview_metacog,x-oli-workbook_page,/Users/pawan/Documents/Project/a_and_p/content//_u0_overview_metacog/x-oli-workbook_page/_u0_m0_metacog_3.xml,Sometimes definitions of higher-level concepts are pointed-out in a specific way on the page; most important vocabulary words are highlighted in some way at least upon their first introduction and then again if used in another context.
_u0_overview_metacog,x-oli-workbook_page,/Users/pawan/Documents/Project/a_and_p/content//_u0_overview_metacog/x-oli-workbook_page/_u0_m0_metacog_3.xml,All of these ways are presented to help you gain familiarity with the language of anatomy and physiology.
_u0_overview_metacog,x-oli-workbook_page,/Users/pawan/Documents/Project/a_and_p/content//_u0_overview_metacog/x-oli-workbook_page/_u0_m0_metacog_3.xml,"Examples: When a specific condition or event illustrates a concept in context, it will be noted as such."
_u0_overview_metacog,x-oli-workbook_page,/Users/pawan/Documents/Project/a_and_p/content//_u0_overview_metacog/x-oli-workbook_page/_u0_m0_metacog_3.xml,"Detailed and in-depth examples provide opportunities to increase your knowledge about that particular topic, process, concept or even structure(s)."
_u0_overview_metacog,x-oli-workbook_page,/Users/pawan/Documents/Project/a_and_p/content//_u0_overview_metacog/x-oli-workbook_page/_u0_m0_metacog_3.xml,Images: Images are critical in this course.
_u0_overview_metacog,x-oli-workbook_page,/Users/pawan/Documents/Project/a_and_p/content//_u0_overview_metacog/x-oli-workbook_page/_u0_m0_metacog_3.xml,Many times there is more detailed information in the images than even in the expository text.
_u0_overview_metacog,x-oli-workbook_page,/Users/pawan/Documents/Project/a_and_p/content//_u0_overview_metacog/x-oli-workbook_page/_u0_m0_metacog_3.xml,"Like tables, images can be selected with a mouse-click to open them in a separate pop-up window, that gives you a larger view for closer study."
_u0_overview_metacog,x-oli-workbook_page,/Users/pawan/Documents/Project/a_and_p/content//_u0_overview_metacog/x-oli-workbook_page/_u0_m0_metacog_3.xml,"Walkthrough Videos: Videos are a great way to visually explore concepts, whether by walking you through a series of steps in a process and/or providing examples in different contexts."
_u0_overview_metacog,x-oli-workbook_page,/Users/pawan/Documents/Project/a_and_p/content//_u0_overview_metacog/x-oli-workbook_page/_u0_m0_metacog_3.xml,"However, video is not always a complete replacement for expository text."
_u0_overview_metacog,x-oli-workbook_page,/Users/pawan/Documents/Project/a_and_p/content//_u0_overview_metacog/x-oli-workbook_page/_u0_m0_metacog_5.xml,"Once you have tried some strategies and monitored your performance, continue doing anything that is leading to success."
_u0_overview_metacog,x-oli-workbook_page,/Users/pawan/Documents/Project/a_and_p/content//_u0_overview_metacog/x-oli-workbook_page/_u0_m0_metacog_5.xml,"Where you find strategies that aren’t working for you, modify them or try new ones and start the metacognitive cycle over again!"
_u0_overview_metacog,x-oli-workbook_page,/Users/pawan/Documents/Project/a_and_p/content//_u0_overview_metacog/x-oli-workbook_page/_u0_m0_metacog_5.xml,"References Ambrose, S. A., Bridges, M. W., DiPietro, M., Lovett, M. C., & Norman, M. K. (2010)."
_u0_overview_metacog,x-oli-workbook_page,/Users/pawan/Documents/Project/a_and_p/content//_u0_overview_metacog/x-oli-workbook_page/_u0_m0_metacog_5.xml,How Learning Works: 7 research-based principles for smart teaching.
_u0_overview_metacog,x-oli-workbook_page,/Users/pawan/Documents/Project/a_and_p/content//_u0_overview_metacog/x-oli-workbook_page/_u0_m0_metacog_5.xml,San Francisco: Jossey-Bass.
_u0_overview_metacog,x-oli-workbook_page,/Users/pawan/Documents/Project/a_and_p/content//_u0_overview_metacog/x-oli-workbook_page/_u0_m0_metacog_5.xml,"Chi, M. T. H., Bassock, M., Lewis, M. W., Reimann, P., & Glaser, R. (1989)."
_u0_overview_metacog,x-oli-workbook_page,/Users/pawan/Documents/Project/a_and_p/content//_u0_overview_metacog/x-oli-workbook_page/_u0_m0_metacog_5.xml,"""Self-explanations: How students study and use examples in learning to solve problems."""
_u0_overview_metacog,x-oli-workbook_page,/Users/pawan/Documents/Project/a_and_p/content//_u0_overview_metacog/x-oli-workbook_page/_u0_m0_metacog_5.xml,"Cognitive Science, 13, 145-182."
_u0_overview_metacog,x-oli-workbook_page,/Users/pawan/Documents/Project/a_and_p/content//_u0_overview_metacog/x-oli-workbook_page/_u0_m0_metacog_5.xml,"Dunning, D. (2007)."
_u0_overview_metacog,x-oli-workbook_page,/Users/pawan/Documents/Project/a_and_p/content//_u0_overview_metacog/x-oli-workbook_page/_u0_m0_metacog_5.xml,Self-insight: Roadblocks and detours on the path to knowing thyself.
_u0_overview_metacog,x-oli-workbook_page,/Users/pawan/Documents/Project/a_and_p/content//_u0_overview_metacog/x-oli-workbook_page/_u0_m0_metacog_5.xml,New York: Taylor and Francis.
_u0_overview_metacog,x-oli-workbook_page,/Users/pawan/Documents/Project/a_and_p/content//_u0_overview_metacog/x-oli-workbook_page/_u0_m0_metacog_5.xml,"Hayes, J. R., & Flower, L. S. (1986)."
_u0_overview_metacog,x-oli-workbook_page,/Users/pawan/Documents/Project/a_and_p/content//_u0_overview_metacog/x-oli-workbook_page/_u0_m0_metacog_5.xml,"""Writing research and the writer."""
_u0_overview_metacog,x-oli-workbook_page,/Users/pawan/Documents/Project/a_and_p/content//_u0_overview_metacog/x-oli-workbook_page/_u0_m0_metacog_5.xml,American Psychologist Special Issue: Psychological Science and Education.
_u0_overview_metacog,x-oli-workbook_page,/Users/pawan/Documents/Project/a_and_p/content//_u0_overview_metacog/x-oli-workbook_page/_u0_m0_metacog_5.xml,"41, 1106-1113."
_u0_overview_metacog,x-oli-workbook_page,/Users/pawan/Documents/Project/a_and_p/content//_u0_overview_metacog/x-oli-workbook_page/_u0_m0_metacog_5.xml,"Schoenfeld, A. H (1987)."
_u0_overview_metacog,x-oli-workbook_page,/Users/pawan/Documents/Project/a_and_p/content//_u0_overview_metacog/x-oli-workbook_page/_u0_m0_metacog_5.xml,"""What’s all the fuss about metacognition?"""
_u0_overview_metacog,x-oli-workbook_page,/Users/pawan/Documents/Project/a_and_p/content//_u0_overview_metacog/x-oli-workbook_page/_u0_m0_metacog_5.xml,In A. H. Schoenfeld (Ed.
_u0_overview_metacog,x-oli-workbook_page,/Users/pawan/Documents/Project/a_and_p/content//_u0_overview_metacog/x-oli-workbook_page/_u0_m0_metacog_5.xml,"), Cognitive Science and Mathematics Education."
_u0_overview_metacog,x-oli-workbook_page,/Users/pawan/Documents/Project/a_and_p/content//_u0_overview_metacog/x-oli-workbook_page/_u0_m0_metacog_5.xml,(pp.189-215).
_u0_overview_metacog,x-oli-workbook_page,/Users/pawan/Documents/Project/a_and_p/content//_u0_overview_metacog/x-oli-workbook_page/_u0_m0_metacog_5.xml,"Hillsdale, NJ: Erlbaum."
_u0_overview_metacog,x-oli-workbook_page,/Users/pawan/Documents/Project/a_and_p/content//_u0_overview_metacog/x-oli-workbook_page/_u0_m0_metacog_5.xml,"Hausmann, Robert GM, and Kurt Vanlehn."
_u0_overview_metacog,x-oli-workbook_page,/Users/pawan/Documents/Project/a_and_p/content//_u0_overview_metacog/x-oli-workbook_page/_u0_m0_metacog_5.xml,"""Explaining self-explaining: A contrast between content and generation."""
_u0_overview_metacog,x-oli-workbook_page,/Users/pawan/Documents/Project/a_and_p/content//_u0_overview_metacog/x-oli-workbook_page/_u0_m0_metacog_5.xml," Ambrose, S. A., Bridges, M. W., DiPietro, M., Lovett, M. C., & Norman, M. K. (2010)."
_u0_overview_metacog,x-oli-workbook_page,/Users/pawan/Documents/Project/a_and_p/content//_u0_overview_metacog/x-oli-workbook_page/_u0_m0_metacog_5.xml,How Learning Works: 7 research-based principles for smart teaching.
_u0_overview_metacog,x-oli-workbook_page,/Users/pawan/Documents/Project/a_and_p/content//_u0_overview_metacog/x-oli-workbook_page/_u0_m0_metacog_5.xml,San Francisco: Jossey-Bass.
_u0_overview_metacog,x-oli-workbook_page,/Users/pawan/Documents/Project/a_and_p/content//_u0_overview_metacog/x-oli-workbook_page/_u0_m0_metacog_5.xml,"Chi, M. T. H., Bassock, M., Lewis, M. W., Reimann, P., & Glaser, R. (1989)."
