Unit,Module,Filename,Question,Question ID,Blank,Choices,Correct Answer
_u0_overview_metacog,x-oli-inline-assessment,/Users/pawan/Documents/Project/a_and_p/content//_u0_overview_metacog/x-oli-inline-assessment/_u0_course_components_lbd.xml,Match a hormone name to its classification and context.false,0347828865,initiatorf,"{'targeta': 'targeta', 'targetb': 'targetb', 'targetc': 'targetc', 'targetd': 'targetd', 'targete': 'targete', 'targetf': 'targetf', 'targetg': 'targetg', 'targeth': 'targeth'}",targetf
_u0_overview_metacog,x-oli-inline-assessment,/Users/pawan/Documents/Project/a_and_p/content//_u0_overview_metacog/x-oli-inline-assessment/_u0_course_components_lbd.xml,Match a hormone name to its classification and context.false,0347828865,initiatorg,"{'targeta': 'targeta', 'targetb': 'targetb', 'targetc': 'targetc', 'targetd': 'targetd', 'targete': 'targete', 'targetf': 'targetf', 'targetg': 'targetg', 'targeth': 'targeth'}",targetg
_u0_overview_metacog,x-oli-inline-assessment,/Users/pawan/Documents/Project/a_and_p/content//_u0_overview_metacog/x-oli-inline-assessment/_u0_course_components_lbd.xml,Match a hormone name to its classification and context.false,0347828865,initiatorh,"{'targeta': 'targeta', 'targetb': 'targetb', 'targetc': 'targetc', 'targetd': 'targetd', 'targete': 'targete', 'targetf': 'targetf', 'targetg': 'targetg', 'targeth': 'targeth'}",targeth
_u0_overview_metacog,x-oli-inline-assessment,/Users/pawan/Documents/Project/a_and_p/content//_u0_overview_metacog/x-oli-inline-assessment/_u0_strategies_lbd.xml,Match the hormone name to its classification and context.false,8005399704,initiatora,"{'targeta': 'targeta', 'targetb': 'targetb', 'targetc': 'targetc', 'targetd': 'targetd', 'targete': 'targete', 'targetf': 'targetf', 'targetg': 'targetg', 'targeth': 'targeth'}",targeta
_u0_overview_metacog,x-oli-inline-assessment,/Users/pawan/Documents/Project/a_and_p/content//_u0_overview_metacog/x-oli-inline-assessment/_u0_strategies_lbd.xml,Match the hormone name to its classification and context.false,8005399704,initiatorb,"{'targeta': 'targeta', 'targetb': 'targetb', 'targetc': 'targetc', 'targetd': 'targetd', 'targete': 'targete', 'targetf': 'targetf', 'targetg': 'targetg', 'targeth': 'targeth'}",targetb
_u0_overview_metacog,x-oli-inline-assessment,/Users/pawan/Documents/Project/a_and_p/content//_u0_overview_metacog/x-oli-inline-assessment/_u0_strategies_lbd.xml,Match the hormone name to its classification and context.false,8005399704,initiatorc,"{'targeta': 'targeta', 'targetb': 'targetb', 'targetc': 'targetc', 'targetd': 'targetd', 'targete': 'targete', 'targetf': 'targetf', 'targetg': 'targetg', 'targeth': 'targeth'}",targetc
_u0_overview_metacog,x-oli-inline-assessment,/Users/pawan/Documents/Project/a_and_p/content//_u0_overview_metacog/x-oli-inline-assessment/_u0_strategies_lbd.xml,Match the hormone name to its classification and context.false,8005399704,initiatord,"{'targeta': 'targeta', 'targetb': 'targetb', 'targetc': 'targetc', 'targetd': 'targetd', 'targete': 'targete', 'targetf': 'targetf', 'targetg': 'targetg', 'targeth': 'targeth'}",targetd
_u0_overview_metacog,x-oli-inline-assessment,/Users/pawan/Documents/Project/a_and_p/content//_u0_overview_metacog/x-oli-inline-assessment/_u0_strategies_lbd.xml,Match the hormone name to its classification and context.false,8005399704,initiatore,"{'targeta': 'targeta', 'targetb': 'targetb', 'targetc': 'targetc', 'targetd': 'targetd', 'targete': 'targete', 'targetf': 'targetf', 'targetg': 'targetg', 'targeth': 'targeth'}",targete
_u0_overview_metacog,x-oli-inline-assessment,/Users/pawan/Documents/Project/a_and_p/content//_u0_overview_metacog/x-oli-inline-assessment/_u0_strategies_lbd.xml,Match the hormone name to its classification and context.false,8005399704,initiatorf,"{'targeta': 'targeta', 'targetb': 'targetb', 'targetc': 'targetc', 'targetd': 'targetd', 'targete': 'targete', 'targetf': 'targetf', 'targetg': 'targetg', 'targeth': 'targeth'}",targetf
_u0_overview_metacog,x-oli-inline-assessment,/Users/pawan/Documents/Project/a_and_p/content//_u0_overview_metacog/x-oli-inline-assessment/_u0_strategies_lbd.xml,Match the hormone name to its classification and context.false,8005399704,initiatorg,"{'targeta': 'targeta', 'targetb': 'targetb', 'targetc': 'targetc', 'targetd': 'targetd', 'targete': 'targete', 'targetf': 'targetf', 'targetg': 'targetg', 'targeth': 'targeth'}",targetg
_u0_overview_metacog,x-oli-inline-assessment,/Users/pawan/Documents/Project/a_and_p/content//_u0_overview_metacog/x-oli-inline-assessment/_u0_strategies_lbd.xml,Match the hormone name to its classification and context.false,8005399704,initiatorh,"{'targeta': 'targeta', 'targetb': 'targetb', 'targetc': 'targetc', 'targetd': 'targetd', 'targete': 'targete', 'targetf': 'targetf', 'targetg': 'targetg', 'targeth': 'targeth'}",targeth
_u0_overview_metacog,x-oli-inline-assessment,/Users/pawan/Documents/Project/a_and_p/content//_u0_overview_metacog/x-oli-inline-assessment/u0_factmyth_digt.xml,Fingernails and hair continue to grow after death._________(one),5300631523,one,"{'a': 'Fact', 'b': 'Myth'}",Myth
_u0_overview_metacog,x-oli-inline-assessment,/Users/pawan/Documents/Project/a_and_p/content//_u0_overview_metacog/x-oli-inline-assessment/u0_factmyth_digt.xml,Warts can be caught from toads._________(two),5318348408,two,"{'a': 'Fact', 'b': 'Myth'}",Myth
_u0_overview_metacog,x-oli-inline-assessment,/Users/pawan/Documents/Project/a_and_p/content//_u0_overview_metacog/x-oli-inline-assessment/u0_factmyth_digt.xml,"Going outside in cold, wet, weather will cause you to catch a cold._________(three).",5330491066,three,"{'a': 'Fact', 'b': 'Myth'}",Myth
_u0_overview_metacog,x-oli-inline-assessment,/Users/pawan/Documents/Project/a_and_p/content//_u0_overview_metacog/x-oli-inline-assessment/u0_factmyth_digt.xml,We only use about 10% of our brain._________(four),5335459709,four,"{'a': 'Fact', 'b': 'Myth'}",Myth
_u0_overview_metacog,x-oli-inline-assessment,/Users/pawan/Documents/Project/a_and_p/content//_u0_overview_metacog/x-oli-inline-assessment/u0_factmyth_digt.xml,The liver and spleen can regenerate._________(five),5339331627,five,"{'a': 'Fact', 'b': 'Myth'}",Fact
_u0_overview_metacog,x-oli-inline-assessment,/Users/pawan/Documents/Project/a_and_p/content//_u0_overview_metacog/x-oli-inline-assessment/u0_factmyth_digt.xml,Cracking your knuckles will cause arthritis._________(six),5342998505,six,"{'a': 'Fact', 'b': 'Myth'}",Myth
_u0_overview_metacog,x-oli-inline-assessment,/Users/pawan/Documents/Project/a_and_p/content//_u0_overview_metacog/x-oli-inline-assessment/u0_factmyth_digt.xml,Women have a better sense of smell than men._________(seven),5347540379,seven,"{'a': 'Fact', 'b': 'Myth'}",Fact
_u0_overview_metacog,x-oli-inline-assessment,/Users/pawan/Documents/Project/a_and_p/content//_u0_overview_metacog/x-oli-inline-assessment/u0_factmyth_digt.xml,Humans can survive longer without food than sleep._________(eight),5351150036,eight,"{'a': 'Fact', 'b': 'Myth'}",Fact
_u0_overview_metacog,x-oli-inline-assessment,/Users/pawan/Documents/Project/a_and_p/content//_u0_overview_metacog/x-oli-inline-assessment/u0_factmyth_digt.xml,The width of your arm span is equal to your height. _________(nine),5353939533,nine,"{'a': 'Fact', 'b': 'Myth'}",Fact
_u0_overview_metacog,x-oli-inline-assessment,/Users/pawan/Documents/Project/a_and_p/content//_u0_overview_metacog/x-oli-inline-assessment/u0_factmyth_digt.xml,Sugar causes hyperactivity in children. _________(ten),535670042,ten,"{'a': 'Fact', 'b': 'Myth'}",Myth
_u0_overview_metacog,x-oli-inline-assessment,/Users/pawan/Documents/Project/a_and_p/content//_u0_overview_metacog/x-oli-inline-assessment/unit0_contenttypes_assessment.xml,"In the below activity, identify possible ways that some of the different types of content can be used to further your understanding of Anatomy & Physiology.false",0903220177,aa,"{'a': 'a', 'b': 'b', 'c': 'c', 'd': 'd'}",a
_u0_overview_metacog,x-oli-inline-assessment,/Users/pawan/Documents/Project/a_and_p/content//_u0_overview_metacog/x-oli-inline-assessment/unit0_contenttypes_assessment.xml,"In the below activity, identify possible ways that some of the different types of content can be used to further your understanding of Anatomy & Physiology.false",0903220177,bb,"{'a': 'a', 'b': 'b', 'c': 'c', 'd': 'd'}",b
_u0_overview_metacog,x-oli-inline-assessment,/Users/pawan/Documents/Project/a_and_p/content//_u0_overview_metacog/x-oli-inline-assessment/unit0_contenttypes_assessment.xml,"In the below activity, identify possible ways that some of the different types of content can be used to further your understanding of Anatomy & Physiology.false",0903220177,cc,"{'a': 'a', 'b': 'b', 'c': 'c', 'd': 'd'}",c
_u0_overview_metacog,x-oli-inline-assessment,/Users/pawan/Documents/Project/a_and_p/content//_u0_overview_metacog/x-oli-inline-assessment/unit0_contenttypes_assessment.xml,"In the below activity, identify possible ways that some of the different types of content can be used to further your understanding of Anatomy & Physiology.false",0903220177,dd,"{'a': 'a', 'b': 'b', 'c': 'c', 'd': 'd'}",d
_u10_endocrine,_u10_m1_LOO,/Users/pawan/Documents/Project/a_and_p/content//_u10_endocrine/_u10_m1_LOO/x-oli-inline-assessment/endo_hormones_classification_lbd.xml,Match the hormone name to its classification and context.false,3542268276,initiatora,"{'targeta': 'targeta', 'targetb': 'targetb', 'targetc': 'targetc', 'targetd': 'targetd', 'targete': 'targete', 'targetf': 'targetf', 'targetg': 'targetg', 'targeth': 'targeth'}",targeta
_u10_endocrine,_u10_m1_LOO,/Users/pawan/Documents/Project/a_and_p/content//_u10_endocrine/_u10_m1_LOO/x-oli-inline-assessment/endo_hormones_classification_lbd.xml,Match the hormone name to its classification and context.false,3542268276,initiatorb,"{'targeta': 'targeta', 'targetb': 'targetb', 'targetc': 'targetc', 'targetd': 'targetd', 'targete': 'targete', 'targetf': 'targetf', 'targetg': 'targetg', 'targeth': 'targeth'}",targetb
_u10_endocrine,_u10_m1_LOO,/Users/pawan/Documents/Project/a_and_p/content//_u10_endocrine/_u10_m1_LOO/x-oli-inline-assessment/endo_hormones_classification_lbd.xml,Match the hormone name to its classification and context.false,3542268276,initiatorc,"{'targeta': 'targeta', 'targetb': 'targetb', 'targetc': 'targetc', 'targetd': 'targetd', 'targete': 'targete', 'targetf': 'targetf', 'targetg': 'targetg', 'targeth': 'targeth'}",targetc
_u10_endocrine,_u10_m1_LOO,/Users/pawan/Documents/Project/a_and_p/content//_u10_endocrine/_u10_m1_LOO/x-oli-inline-assessment/endo_hormones_classification_lbd.xml,Match the hormone name to its classification and context.false,3542268276,initiatord,"{'targeta': 'targeta', 'targetb': 'targetb', 'targetc': 'targetc', 'targetd': 'targetd', 'targete': 'targete', 'targetf': 'targetf', 'targetg': 'targetg', 'targeth': 'targeth'}",targetd
_u10_endocrine,_u10_m1_LOO,/Users/pawan/Documents/Project/a_and_p/content//_u10_endocrine/_u10_m1_LOO/x-oli-inline-assessment/endo_hormones_classification_lbd.xml,Match the hormone name to its classification and context.false,3542268276,initiatore,"{'targeta': 'targeta', 'targetb': 'targetb', 'targetc': 'targetc', 'targetd': 'targetd', 'targete': 'targete', 'targetf': 'targetf', 'targetg': 'targetg', 'targeth': 'targeth'}",targete
_u10_endocrine,_u10_m1_LOO,/Users/pawan/Documents/Project/a_and_p/content//_u10_endocrine/_u10_m1_LOO/x-oli-inline-assessment/endo_hormones_classification_lbd.xml,Match the hormone name to its classification and context.false,3542268276,initiatorf,"{'targeta': 'targeta', 'targetb': 'targetb', 'targetc': 'targetc', 'targetd': 'targetd', 'targete': 'targete', 'targetf': 'targetf', 'targetg': 'targetg', 'targeth': 'targeth'}",targetf
_u10_endocrine,_u10_m1_LOO,/Users/pawan/Documents/Project/a_and_p/content//_u10_endocrine/_u10_m1_LOO/x-oli-inline-assessment/endo_hormones_classification_lbd.xml,Match the hormone name to its classification and context.false,3542268276,initiatorg,"{'targeta': 'targeta', 'targetb': 'targetb', 'targetc': 'targetc', 'targetd': 'targetd', 'targete': 'targete', 'targetf': 'targetf', 'targetg': 'targetg', 'targeth': 'targeth'}",targetg
_u10_endocrine,_u10_m1_LOO,/Users/pawan/Documents/Project/a_and_p/content//_u10_endocrine/_u10_m1_LOO/x-oli-inline-assessment/endo_hormones_classification_lbd.xml,Match the hormone name to its classification and context.false,3542268276,initiatorh,"{'targeta': 'targeta', 'targetb': 'targetb', 'targetc': 'targetc', 'targetd': 'targetd', 'targete': 'targete', 'targetf': 'targetf', 'targetg': 'targetg', 'targeth': 'targeth'}",targeth
_u11_respiratory,_u11_m1_introduction,/Users/pawan/Documents/Project/a_and_p/content//_u11_respiratory/_u11_m1_introduction/x-oli-inline-assessment/repiratory_gas.xml,The main function of the respiratory system is to obtain _________(A) from the air to be used to convert _________(B) to _________(C). The respiratory system also needs to remove _________(D) from the blood.,830493927,A,"{'one': 'oxygen', 'two': 'carbon dioxide'}",oxygen
_u11_respiratory,_u11_m1_introduction,/Users/pawan/Documents/Project/a_and_p/content//_u11_respiratory/_u11_m1_introduction/x-oli-inline-assessment/repiratory_gas.xml,The main function of the respiratory system is to obtain _________(A) from the air to be used to convert _________(B) to _________(C). The respiratory system also needs to remove _________(D) from the blood.,830493927,B,"{'one': 'nutrients', 'two': 'energy'}",nutrients
_u11_respiratory,_u11_m1_introduction,/Users/pawan/Documents/Project/a_and_p/content//_u11_respiratory/_u11_m1_introduction/x-oli-inline-assessment/repiratory_gas.xml,The main function of the respiratory system is to obtain _________(A) from the air to be used to convert _________(B) to _________(C). The respiratory system also needs to remove _________(D) from the blood.,830493927,C,"{'one': 'nutrients', 'two': 'energy'}",energy
_u11_respiratory,_u11_m1_introduction,/Users/pawan/Documents/Project/a_and_p/content//_u11_respiratory/_u11_m1_introduction/x-oli-inline-assessment/repiratory_gas.xml,The main function of the respiratory system is to obtain _________(A) from the air to be used to convert _________(B) to _________(C). The respiratory system also needs to remove _________(D) from the blood.,830493927,D,"{'one': 'oxygen', 'two': 'carbon dioxide'}",carbon dioxide
_u11_respiratory,_u11_m2_structures,/Users/pawan/Documents/Project/a_and_p/content//_u11_respiratory/_u11_m2_structures/x-oli-inline-assessment/respiratory_boyles_law.xml,"As volume goes up, pressure goes _________(A) , and as volume goes _________(B), pressure goes up.",5147809982,A,"{'one': 'up', 'two': 'down'}",down
_u11_respiratory,_u11_m2_structures,/Users/pawan/Documents/Project/a_and_p/content//_u11_respiratory/_u11_m2_structures/x-oli-inline-assessment/respiratory_boyles_law.xml,"As volume goes up, pressure goes _________(A) , and as volume goes _________(B), pressure goes up.",5147809982,B,"{'one': 'up', 'two': 'down'}",down
_u11_respiratory,_u11_m2_structures,/Users/pawan/Documents/Project/a_and_p/content//_u11_respiratory/_u11_m2_structures/x-oli-inline-assessment/respiratory_bronchi_bronchioles.xml,The trunk of this tree would represent _________(A) which requires _________(B) to remain open. The split in the tree that leads to the two primary branches would represent the _________(C) which requires _________(D) to remain open. The smallest branches of the tree would represent _________(E) which requires _________(F) to remain open.,1041049957,A,"{'one': 'terminal bronchioles', 'two': 'bronchi', 'three': 'trachea'}",trachea
_u11_respiratory,_u11_m2_structures,/Users/pawan/Documents/Project/a_and_p/content//_u11_respiratory/_u11_m2_structures/x-oli-inline-assessment/respiratory_bronchi_bronchioles.xml,The trunk of this tree would represent _________(A) which requires _________(B) to remain open. The split in the tree that leads to the two primary branches would represent the _________(C) which requires _________(D) to remain open. The smallest branches of the tree would represent _________(E) which requires _________(F) to remain open.,1041049957,B,"{'one': 'C-shaped pieces of hyaline cartilage', 'two': 'cartilage plates', 'three': 'no cartilage'}",C-shaped pieces of hyaline cartilage
_u11_respiratory,_u11_m2_structures,/Users/pawan/Documents/Project/a_and_p/content//_u11_respiratory/_u11_m2_structures/x-oli-inline-assessment/respiratory_bronchi_bronchioles.xml,The trunk of this tree would represent _________(A) which requires _________(B) to remain open. The split in the tree that leads to the two primary branches would represent the _________(C) which requires _________(D) to remain open. The smallest branches of the tree would represent _________(E) which requires _________(F) to remain open.,1041049957,C,"{'one': 'terminal bronchioles', 'two': 'bronchi', 'three': 'trachea'}",bronchi
_u11_respiratory,_u11_m2_structures,/Users/pawan/Documents/Project/a_and_p/content//_u11_respiratory/_u11_m2_structures/x-oli-inline-assessment/respiratory_bronchi_bronchioles.xml,The trunk of this tree would represent _________(A) which requires _________(B) to remain open. The split in the tree that leads to the two primary branches would represent the _________(C) which requires _________(D) to remain open. The smallest branches of the tree would represent _________(E) which requires _________(F) to remain open.,1041049957,D,"{'one': 'C-shaped pieces of hyaline cartilage', 'two': 'cartilage plates', 'three': 'no cartilage'}",C-shaped pieces of hyaline cartilage
_u11_respiratory,_u11_m2_structures,/Users/pawan/Documents/Project/a_and_p/content//_u11_respiratory/_u11_m2_structures/x-oli-inline-assessment/respiratory_bronchi_bronchioles.xml,The trunk of this tree would represent _________(A) which requires _________(B) to remain open. The split in the tree that leads to the two primary branches would represent the _________(C) which requires _________(D) to remain open. The smallest branches of the tree would represent _________(E) which requires _________(F) to remain open.,1041049957,E,"{'one': 'terminal bronchioles', 'two': 'bronchi', 'three': 'trachea'}",terminal bronchioles
_u11_respiratory,_u11_m2_structures,/Users/pawan/Documents/Project/a_and_p/content//_u11_respiratory/_u11_m2_structures/x-oli-inline-assessment/respiratory_bronchi_bronchioles.xml,The trunk of this tree would represent _________(A) which requires _________(B) to remain open. The split in the tree that leads to the two primary branches would represent the _________(C) which requires _________(D) to remain open. The smallest branches of the tree would represent _________(E) which requires _________(F) to remain open.,1041049957,F,"{'one': 'C-shaped pieces of hyaline cartilage', 'two': 'cartilage plates', 'three': 'no cartilage'}",no cartilage
_u11_respiratory,_u11_m2_structures,/Users/pawan/Documents/Project/a_and_p/content//_u11_respiratory/_u11_m2_structures/x-oli-inline-assessment/respiratory_conducting_respiratory_zone.xml,_________(A)respiration includes ventilation which is the movement of air into the body and the movement of air back out of the body. The channel for moving air into the lungs and back out is referred to as the _________(B).The location where gas exchange occurs is called the _________(C).,701007843,A,"{'one': 'External', 'two': 'Internal'}",External
_u11_respiratory,_u11_m2_structures,/Users/pawan/Documents/Project/a_and_p/content//_u11_respiratory/_u11_m2_structures/x-oli-inline-assessment/respiratory_conducting_respiratory_zone.xml,_________(A)respiration includes ventilation which is the movement of air into the body and the movement of air back out of the body. The channel for moving air into the lungs and back out is referred to as the _________(B).The location where gas exchange occurs is called the _________(C).,701007843,B,"{'one': 'conducting zone', 'two': 'respiratory zone'}",conducting zone
_u11_respiratory,_u11_m2_structures,/Users/pawan/Documents/Project/a_and_p/content//_u11_respiratory/_u11_m2_structures/x-oli-inline-assessment/respiratory_conducting_respiratory_zone.xml,_________(A)respiration includes ventilation which is the movement of air into the body and the movement of air back out of the body. The channel for moving air into the lungs and back out is referred to as the _________(B).The location where gas exchange occurs is called the _________(C).,701007843,C,"{'one': 'conducting zone', 'two': 'respiratory zone'}",respiratory zone
_u11_respiratory,_u11_m2_structures,/Users/pawan/Documents/Project/a_and_p/content//_u11_respiratory/_u11_m2_structures/x-oli-inline-assessment/respiratory_exhalation.xml,Normal expiration is a _________(A) process that primarily relies on the _________(B) of the _________(C).,2929179668,A,"{'one': 'active', 'two': 'passive'}",active
_u11_respiratory,_u11_m2_structures,/Users/pawan/Documents/Project/a_and_p/content//_u11_respiratory/_u11_m2_structures/x-oli-inline-assessment/respiratory_exhalation.xml,Normal expiration is a _________(A) process that primarily relies on the _________(B) of the _________(C).,2929179668,B,"{'one': 'internal intercostals', 'two': 'external intercostals'}",internal intercostals
_u11_respiratory,_u11_m2_structures,/Users/pawan/Documents/Project/a_and_p/content//_u11_respiratory/_u11_m2_structures/x-oli-inline-assessment/respiratory_exhalation.xml,Normal expiration is a _________(A) process that primarily relies on the _________(B) of the _________(C).,2929179668,C,"{'one': 'relax', 'two': 'contract'}",contract
_u11_respiratory,_u11_m2_structures,/Users/pawan/Documents/Project/a_and_p/content//_u11_respiratory/_u11_m2_structures/x-oli-inline-assessment/respiratory_exhalation.xml,"In a situation such as screaming, the process of expiration becomes _________(A) process that primarily relies on the _________(B) of the _________(C). By _________(D) the volume of the thoracic cavity, the pressure _________(E) allowing air to _________(F) the lungs.",2971789837,A,"{'one': 'passive', 'two': 'active'}",passive
_u11_respiratory,_u11_m2_structures,/Users/pawan/Documents/Project/a_and_p/content//_u11_respiratory/_u11_m2_structures/x-oli-inline-assessment/respiratory_exhalation.xml,"In a situation such as screaming, the process of expiration becomes _________(A) process that primarily relies on the _________(B) of the _________(C). By _________(D) the volume of the thoracic cavity, the pressure _________(E) allowing air to _________(F) the lungs.",2971789837,B,"{'one': 'contraction', 'two': 'relaxation'}",relaxation
_u11_respiratory,_u11_m2_structures,/Users/pawan/Documents/Project/a_and_p/content//_u11_respiratory/_u11_m2_structures/x-oli-inline-assessment/respiratory_exhalation.xml,"In a situation such as screaming, the process of expiration becomes _________(A) process that primarily relies on the _________(B) of the _________(C). By _________(D) the volume of the thoracic cavity, the pressure _________(E) allowing air to _________(F) the lungs.",2971789837,C,"{'one': 'diaphragm', 'two': 'external intercostals'}",diaphragm
_u11_respiratory,_u11_m2_structures,/Users/pawan/Documents/Project/a_and_p/content//_u11_respiratory/_u11_m2_structures/x-oli-inline-assessment/respiratory_exhalation.xml,"In a situation such as screaming, the process of expiration becomes _________(A) process that primarily relies on the _________(B) of the _________(C). By _________(D) the volume of the thoracic cavity, the pressure _________(E) allowing air to _________(F) the lungs.",2971789837,D,"{'one': 'increasing', 'two': 'decreasing'}",decreasing
